LOCATION
200 W 10TH ST
4200 TIPPERARY PL
2900 OLD STEELE CREEK RD
1200 CHOYCE AV
900 E 4TH ST
2100 RUSH WIND DR
7000 N TRYON ST
200 N CEDAR ST
3200 REID AV
2900 FREEDOM DR
7800 SHARON LAKES RD
1200 ATANDO AV
4200 HOVIS RD
4200 FREEDOM DR
900 GARRISON RD
400 E W T HARRIS BV
900 BELMONT AV
7300 REA RD
12000 SHOPTON RD W
600 PINOCA ST
2000 EASTWAY DR
9900 BELLHAVEN BV
200 W MARTIN LUTHER KING JR BV
3600 SOUTH BV
4100 REDWOOD AV
2800 E INDEPENDENCE BV
1800 RUNNYMEDE LN
10100 WOODY RIDGE RD
1500 CENTRAL AV
10400 BENFIELD RD
2300 W TYVOLA RD
3700 CENTRAL AV
3200 YADKIN AV
5600 PARK RD
2200 TATE ST
1600 WALTON RD
3600 BROOKSHIRE BV
600 NC MUSIC FACTORY BV
2800 BEATTIES FORD RD
100 E W T HARRIS BV
1000 E 19TH ST
600 S SUMMIT AV
1200 E 4TH ST
1000 W SUGAR CREEK RD
1600 W W T HARRIS BV
6200 W SUGAR CREEK RD
5700 LONDONDERRY RD
6600 DOUBLETREE DR
8400 OLD STATESVILLE RD
900 CAMDEN GRANDVIEW RD
4300 N TRYON ST
3800 WESTINGHOUSE BV
700 N COLLEGE ST
4700 CHEVIOT RD
2600 MCCURDY TL
1500 PINECREST AV
900 E BROOKSHIRE FR
700 N SMITH ST
2400 LUCENA ST
800 E 4TH ST
2300 BEATTIES FORD RD
7000 SOUTH BV
4200 THE PLAZA
11300 STEELE CREEK RD
6400 CARMEL RD
3800 PINEY GROVE RD
4600 W TYVOLA RD
5000 WEMBLEY CENTRAL LN
11500 UNIVERSITY CITY BV
1600 PARKWOOD AV
4900 RAYMOND PL
16000 JOHNSTON RD
1300 W SUGAR CREEK RD
7600 BROOKSHIRE BV
6000 S TRYON ST
2700 E INDEPENDENCE BV
400 TYVOLA RD
1400 CATHERINE SIMMONS AV
2100 N TRYON ST
1900 PROSPECT DR
1500 S WENDOVER RD
6700 ALBEMARLE RD
2700 N TRYON ST
3500 SAM WILSON RD
500 S MINT ST
1700 FREEDOM DR
7000 CORMWELL LN
3500 S TRYON ST
1300 LASALLE ST
3700 BEATTIES FORD RD
6000 POWDER HORN RD
400 PARTIA LN
3100 FARLEY ST
3100 COCHRANE DR
1100 MEADOW LN
300 COXE AV
3700 FIRESTONE DR
1900 ST MARK ST
2800 MILTON RD
3700 OLD WAGON RD
1100 BEATTIES FORD RD
400 TYVOLA RD
4100 GLENWOOD DR
1900 FLINT GLENN LN
800 E ARROWOOD RD
300 S TRYON ST
11200 LIONS MANE ST
4700 TUCKASEEGEE RD
100 OREGON ST
7200 BARRINGTON DR
3600 ROZZELLES FERRY RD
2500 ODELL SCHOOL RD
2300 TATE ST
5900 N TRYON ST
2300 JORDI WY
2000 N GRAHAM ST
700 N WENDOVER RD
6000 CHERRYCREST LN
2500 SOUTH BV
1100 HARRILL ST
8600 S TRYON ST
400 SKIPWITH PL
200 GRAHAM MEADOW DR
800 OAKSHIRE CR
3200 N ALEXANDER ST
600 CANTWELL ST
